name,cuisine,price,link
,,,https://www.zomato.com/gwalior/aroras-cafe-restro-thatipur/info
Arora's Cafe & Restro,"North Indian, Fast Food, Chinese, Beverages",₹300 for two,https://www.zomato.com/gwalior/aroras-cafe-restro-thatipur/info
,,,https://www.zomato.com/gwalior/gurukirpa-restaurant-thatipur/info
Gurukirpa Restaurant,North Indian,₹400 for two,https://www.zomato.com/gwalior/gurukirpa-restaurant-thatipur/info
,,,https://www.zomato.com/gwalior/cute-couple-cafe-morar/info
Cute Couple Cafe,"Chinese, Fast Food, Street Food, Beverages, Shake",₹300 for two,https://www.zomato.com/gwalior/cute-couple-cafe-morar/info
,,,https://www.zomato.com/gwalior/pizza-crunchy-cafe-burger-3-prasad-nagar/info
Pizza Crunchy Cafe Burger,"Pizza, Fast Food",₹300 for two,https://www.zomato.com/gwalior/pizza-crunchy-cafe-burger-3-prasad-nagar/info
,,,https://www.zomato.com/gwalior/food-zo-naya-bazaar/info
Food Zo,"Fast Food, Chinese, Sandwich, Momos, Beverages",₹250 for two,https://www.zomato.com/gwalior/food-zo-naya-bazaar/info
,,,https://www.zomato.com/gwalior/bikanervala-city-center/info
Bikanervala,"Mithai, North Indian, South Indian, Street Food, Fast Food, Juices, Beverages",₹500 for two,https://www.zomato.com/gwalior/bikanervala-city-center/info
,,,https://www.zomato.com/gwalior/pizza-central-morar/info
Pizza Central,Pizza,₹300 for two,https://www.zomato.com/gwalior/pizza-central-morar/info
,,,https://www.zomato.com/gwalior/845-caffetrow-city-center/info
845 Caffetrow,"Chinese, Fast Food, Street Food, Beverages",₹250 for two,https://www.zomato.com/gwalior/845-caffetrow-city-center/info
,,,https://www.zomato.com/gwalior/shahi-sweets-1-city-center/info
Shahi Sweets,"Mithai, Street Food, Desserts",₹400 for two,https://www.zomato.com/gwalior/shahi-sweets-1-city-center/info
,,,https://www.zomato.com/gwalior/jains-sita-rasoi-morar/info
Jain's Sita Rasoi,"North Indian, Chinese, Fast Food",₹450 for two,https://www.zomato.com/gwalior/jains-sita-rasoi-morar/info
,,,https://www.zomato.com/gwalior/waffles-pizza-company-lashkar/info
Waffles Pizza Company,"Fast Food, Pizza, Desserts",₹400 for two,https://www.zomato.com/gwalior/waffles-pizza-company-lashkar/info
,,,https://www.zomato.com/gwalior/nescafe-morar/info
Nescafe,"Cafe, Pizza, Burger, Pasta, Sandwich, Fast Food, Shake, Beverages",₹500 for two,https://www.zomato.com/gwalior/nescafe-morar/info
,,,https://www.zomato.com/gwalior/cakes-and-cravings-mahalgaon/info
Cakes And Cravings,"Bakery, Desserts, Street Food, Fast Food",₹300 for two,https://www.zomato.com/gwalior/cakes-and-cravings-mahalgaon/info
,,,https://www.zomato.com/gwalior/alfredos-pizza-lashkar/info
Alfredo's Pizza,"Pizza, Burger, Fast Food",₹300 for two,https://www.zomato.com/gwalior/alfredos-pizza-lashkar/info
,,,https://www.zomato.com/gwalior/indian-shake-city-center/info
Indian Shake,"Fast Food, Juices",₹250 for two,https://www.zomato.com/gwalior/indian-shake-city-center/info
,,,https://www.zomato.com/gwalior/maggi-adda-lashkar/info
Maggi Adda,"Fast Food, Street Food, Sandwich",₹200 for two,https://www.zomato.com/gwalior/maggi-adda-lashkar/info
,,,https://www.zomato.com/gwalior/one-bite-deen-dayal-nagar/info
One Bite,"Burger, Pizza, Fast Food, Waffle, Beverages",₹300 for two,https://www.zomato.com/gwalior/one-bite-deen-dayal-nagar/info
,,,https://www.zomato.com/gwalior/haridwar-chotiwala-lashkar/info
Haridwar Chotiwala,"North Indian, Chinese, Biryani, Beverages",₹450 for two,https://www.zomato.com/gwalior/haridwar-chotiwala-lashkar/info
,,,https://www.zomato.com/gwalior/shri-ram-dabeli-center-shinde-ki-chhawani/info
Shri Ram Dabeli Center,"Maharashtrian, Street Food",₹100 for two,https://www.zomato.com/gwalior/shri-ram-dabeli-center-shinde-ki-chhawani/info
,,,https://www.zomato.com/gwalior/king-uncle-lashkar/info
King Uncle,"Chinese, Pizza, Sandwich, Burger",₹500 for two,https://www.zomato.com/gwalior/king-uncle-lashkar/info
,,,https://www.zomato.com/gwalior/biryani-queen-birla-nagar/info
Biryani Queen,"Biryani, Rolls, Kebab, Beverages","₹1,000 for two",https://www.zomato.com/gwalior/biryani-queen-birla-nagar/info
,,,https://www.zomato.com/gwalior/momo-mafia-city-center/info
Momo Mafia,"Momos, Burger, Sandwich, Street Food",₹400 for two,https://www.zomato.com/gwalior/momo-mafia-city-center/info
,,,https://www.zomato.com/gwalior/shri-achleshwar-restaurant-1-lashkar/info
Shri Achleshwar Restaurant,"North Indian, Pizza, Chinese",₹400 for two,https://www.zomato.com/gwalior/shri-achleshwar-restaurant-1-lashkar/info
,,,https://www.zomato.com/gwalior/the-rolls-king-vinay-nagar/info
The Rolls King,"Rolls, Chinese, Fast Food",₹150 for two,https://www.zomato.com/gwalior/the-rolls-king-vinay-nagar/info
,,,https://www.zomato.com/gwalior/shree-khatu-shyam-family-restaurant-deen-dayal-nagar/info
Shree Khatu Shyam Family Restaurant,"North Indian, Chinese, Pizza, Salad, Fast Food, South Indian, Ice Cream, Shake",₹350 for two,https://www.zomato.com/gwalior/shree-khatu-shyam-family-restaurant-deen-dayal-nagar/info
,,,https://www.zomato.com/gwalior/momo-mafia-vinay-nagar/info
Momo Mafia,"Fast Food, Momos, Beverages",₹200 for two,https://www.zomato.com/gwalior/momo-mafia-vinay-nagar/info
,,,https://www.zomato.com/gwalior/angutha-chaap-thatipur/info
Angutha Chaap,"North Indian, Biryani, Rolls",₹250 for two,https://www.zomato.com/gwalior/angutha-chaap-thatipur/info
,,,https://www.zomato.com/gwalior/satkar-family-restaurant-deen-dayal-nagar/info
Satkar Family Restaurant,North Indian,₹250 for two,https://www.zomato.com/gwalior/satkar-family-restaurant-deen-dayal-nagar/info
,,,https://www.zomato.com/gwalior/dark-bite-cafe-restaurant-vinay-nagar/info
Dark Bite Cafe & Restaurant,"Chinese, North Indian, Continental, Italian, Street Food, Ice Cream, Shake, Beverages",₹500 for two,https://www.zomato.com/gwalior/dark-bite-cafe-restaurant-vinay-nagar/info
,,,https://www.zomato.com/gwalior/ace-cafe-shinde-ki-chhawani/info
Ace Cafe,"North Indian, Chinese, Fast Food, Street Food, Beverages",₹300 for two,https://www.zomato.com/gwalior/ace-cafe-shinde-ki-chhawani/info
,,,https://www.zomato.com/gwalior/candle-light-cafe-resto-city-center/info
Candle Light Cafe & Resto,"North Indian, Chinese, Fast Food, Continental, Sandwich, Rolls, Shake, Beverages",₹550 for two,https://www.zomato.com/gwalior/candle-light-cafe-resto-city-center/info
,,,https://www.zomato.com/gwalior/mp07-cafe-and-restaurant-city-center/info
MP07 Cafe And Restaurant,"North Indian, Chinese, Ice Cream",₹300 for two,https://www.zomato.com/gwalior/mp07-cafe-and-restaurant-city-center/info
,,,https://www.zomato.com/gwalior/foodys-theka-birla-nagar/info
Foody's Theka,"Pizza, Sandwich, Burger, Shake, Beverages",₹150 for two,https://www.zomato.com/gwalior/foodys-theka-birla-nagar/info
,,,https://www.zomato.com/gwalior/kushwah-fast-food-center-city-center/info
Kushwah Fast Food Center,"Fast Food, Chinese, South Indian, Momos, Street Food",₹200 for two,https://www.zomato.com/gwalior/kushwah-fast-food-center-city-center/info
,,,https://www.zomato.com/gwalior/pragyan-chinese-food-lashkar/info
Pragyan Chinese Food,"Chinese, South Indian, Fast Food",₹300 for two,https://www.zomato.com/gwalior/pragyan-chinese-food-lashkar/info
,,,https://www.zomato.com/gwalior/shukla-tiffin-center-and-mess-mahalgaon/info
Shukla Tiffin Center And Mess,"North Indian, Chinese",₹300 for two,https://www.zomato.com/gwalior/shukla-tiffin-center-and-mess-mahalgaon/info
,,,https://www.zomato.com/gwalior/masala-junction-city-center/info
Masala Junction,"North Indian, Chinese, Biryani, Pizza, Fast Food, Street Food, Desserts, Beverages",₹400 for two,https://www.zomato.com/gwalior/masala-junction-city-center/info
,,,https://www.zomato.com/gwalior/balaji-soya-chaap-corner-1-prasad-nagar/info
Balaji Soya Chaap Corner,"North Indian, Fast Food, Beverages",₹250 for two,https://www.zomato.com/gwalior/balaji-soya-chaap-corner-1-prasad-nagar/info
,,,https://www.zomato.com/gwalior/f3-food-court-lashkar/info
F3 - Food Court,"North Indian, Chinese, South Indian, Pizza, Fast Food, Desserts, Shake, Beverages",₹450 for two,https://www.zomato.com/gwalior/f3-food-court-lashkar/info
,,,https://www.zomato.com/gwalior/magpie-inn-resort-gulmohar-city/info
Magpie Inn Resort,"North Indian, Chinese",₹400 for two,https://www.zomato.com/gwalior/magpie-inn-resort-gulmohar-city/info
,,,https://www.zomato.com/gwalior/the-black-sqaure-naya-bazaar/info
The Black Sqaure,"Pizza, Burger, Pasta",₹350 for two,https://www.zomato.com/gwalior/the-black-sqaure-naya-bazaar/info
,,,https://www.zomato.com/gwalior/krishna-bakers-fast-food-ghosipura/info
Krishna Bakers & Fast Food,"Bakery, Fast Food",₹200 for two,https://www.zomato.com/gwalior/krishna-bakers-fast-food-ghosipura/info
,,,https://www.zomato.com/gwalior/cafe-brew-together-city-center/info
Cafe Brew Together,"Pizza, Sandwich, Italian, Chinese, Fast Food, South Indian, Shake, Beverages",₹600 for two,https://www.zomato.com/gwalior/cafe-brew-together-city-center/info
,,,https://www.zomato.com/gwalior/foodology-city-center/info
Foodology,"Pizza, Burger, Fast Food, Chinese, South Indian, Street Food, Beverages",₹200 for two,https://www.zomato.com/gwalior/foodology-city-center/info
,,,https://www.zomato.com/gwalior/hotel-manglam-inn-thatipur/info
Hotel Manglam Inn,"North Indian, Chinese, Beverages","₹1,000 for two",https://www.zomato.com/gwalior/hotel-manglam-inn-thatipur/info
,,,https://www.zomato.com/gwalior/karwaan-restro-cafe-city-center/info
Karwaan - Restro & Cafe,"Pizza, Fast Food, Chinese, Street Food, Tea, Coffee, Shake",₹300 for two,https://www.zomato.com/gwalior/karwaan-restro-cafe-city-center/info
,,,https://www.zomato.com/gwalior/tea-lobby-cafe-birla-nagar/info
Tea Lobby Cafe,"Street Food, Pizza, Beverages, Fast Food, Sandwich, Pasta, Burger",₹200 for two,https://www.zomato.com/gwalior/tea-lobby-cafe-birla-nagar/info
,,,https://www.zomato.com/gwalior/madrasi-dosa-shinde-ki-chhawani/info
Madrasi Dosa,South Indian,₹250 for two,https://www.zomato.com/gwalior/madrasi-dosa-shinde-ki-chhawani/info
,,,https://www.zomato.com/gwalior/avadh-food-city-center/info
Avadh Food,"Biryani, Kebab, Rolls",₹150 for two,https://www.zomato.com/gwalior/avadh-food-city-center/info
,,,https://www.zomato.com/gwalior/beeda-paan-lashkar/info
Beeda Paan,Paan,₹100 for two,https://www.zomato.com/gwalior/beeda-paan-lashkar/info
,,,https://www.zomato.com/gwalior/poonam-sweet-and-snacks-deen-dayal-nagar/info
Poonam Sweet And Snacks,"Mithai, Fast Food",₹100 for two,https://www.zomato.com/gwalior/poonam-sweet-and-snacks-deen-dayal-nagar/info
,,,https://www.zomato.com/gwalior/dai-chinese-corner-shinde-ki-chhawani/info
Dai Chinese Corner,"Chinese, Sandwich, Fast Food, South Indian, Beverages, Street Food",₹300 for two,https://www.zomato.com/gwalior/dai-chinese-corner-shinde-ki-chhawani/info
,,,https://www.zomato.com/gwalior/uncle-ka-panjabi-tadka-morar/info
Uncle Ka Panjabi Tadka,North Indian,₹300 for two,https://www.zomato.com/gwalior/uncle-ka-panjabi-tadka-morar/info
,,,https://www.zomato.com/gwalior/seth-ji-ka-dhaba-and-family-restaurant-model-town/info
Seth Ji Ka Dhaba And Family Restaurant,"North Indian, Chinese",₹400 for two,https://www.zomato.com/gwalior/seth-ji-ka-dhaba-and-family-restaurant-model-town/info
,,,https://www.zomato.com/gwalior/the-golden-cafee-naya-bazaar/info
The Golden Cafee,"Fast Food, Sandwich, Pizza, Street Food, Shake, Beverages",₹350 for two,https://www.zomato.com/gwalior/the-golden-cafee-naya-bazaar/info
,,,https://www.zomato.com/gwalior/wheres-the-food-thatipur/info
Where's The Food,"North Indian, Chinese, Sandwich, Pizza, Fast Food, Street Food, Tea, Beverages",₹300 for two,https://www.zomato.com/gwalior/wheres-the-food-thatipur/info
,,,https://www.zomato.com/gwalior/neel-shri-food-point-lashkar/info
Neel Shri Food Point,"North Indian, Chinese",₹350 for two,https://www.zomato.com/gwalior/neel-shri-food-point-lashkar/info
,,,https://www.zomato.com/gwalior/shri-hari-cafe-and-restaurant-1-vijaynagar/info
Shri Hari Cafe And Restaurant,"North Indian, Burger, Sandwich, Fast Food, Street Food",₹350 for two,https://www.zomato.com/gwalior/shri-hari-cafe-and-restaurant-1-vijaynagar/info
,,,https://www.zomato.com/gwalior/mannat-cafe-and-family-restaurant-morar/info
Mannat Cafe And Family Restaurant,"North Indian, South Indian, Chinese, Fast Food, Beverages",₹300 for two,https://www.zomato.com/gwalior/mannat-cafe-and-family-restaurant-morar/info
,,,https://www.zomato.com/gwalior/roll-s-mama-city-center/info
Roll S Mama,"Chinese, Rolls, Momos",₹300 for two,https://www.zomato.com/gwalior/roll-s-mama-city-center/info
,,,https://www.zomato.com/gwalior/mayur-family-restaurant-lohamandi/info
Mayur Family Restaurant,"North Indian, Chinese, Fast Food, Street Food, Healthy Food, Beverages",₹200 for two,https://www.zomato.com/gwalior/mayur-family-restaurant-lohamandi/info
,,,https://www.zomato.com/gwalior/mangalam-inn-restaurant-deen-dayal-nagar/info
Mangalam Inn Restaurant,"South Indian, Chinese, Italian, Rolls, Fast Food, Desserts, Juices, Beverages","₹1,000 for two",https://www.zomato.com/gwalior/mangalam-inn-restaurant-deen-dayal-nagar/info
,,,https://www.zomato.com/gwalior/art-of-momo-thatipur/info
Art Of Momo,Momos,₹150 for two,https://www.zomato.com/gwalior/art-of-momo-thatipur/info
,,,https://www.zomato.com/gwalior/the-pakhras-waffles-lashkar/info
The Pakhras Waffles,Waffle,₹300 for two,https://www.zomato.com/gwalior/the-pakhras-waffles-lashkar/info
,,,https://www.zomato.com/gwalior/cafe-tcfc-lashkar/info
Cafe TCFC,"Cafe, Fast Food, Sandwich, Pizza, Street Food, Desserts, Beverages, Shake",₹600 for two,https://www.zomato.com/gwalior/cafe-tcfc-lashkar/info
,,,https://www.zomato.com/gwalior/punjabi-royal-food-1-shinde-ki-chhawani/info
Punjabi Royal Food,"North Indian, Chinese",₹250 for two,https://www.zomato.com/gwalior/punjabi-royal-food-1-shinde-ki-chhawani/info
,,,https://www.zomato.com/gwalior/the-lazy-pizza-lohamandi/info
The Lazy Pizza,"Pizza, Street Food, Bakery",₹300 for two,https://www.zomato.com/gwalior/the-lazy-pizza-lohamandi/info
,,,https://www.zomato.com/gwalior/love-tea-cafe-vinay-nagar/info
Love Tea Cafe,"Sandwich, Pizza, Fast Food, Chinese, Beverages, Shake",₹300 for two,https://www.zomato.com/gwalior/love-tea-cafe-vinay-nagar/info
,,,https://www.zomato.com/gwalior/hotel-raj-mohan-palace-anand-nagar/info
Hotel Raj Mohan Palace,"North Indian, Chinese, Beverages",₹600 for two,https://www.zomato.com/gwalior/hotel-raj-mohan-palace-anand-nagar/info
,,,https://www.zomato.com/gwalior/raja-ice-cream-parlour-lashkar/info
Raja Ice Cream Parlour,"Ice Cream, Bakery, Desserts",₹350 for two,https://www.zomato.com/gwalior/raja-ice-cream-parlour-lashkar/info
,,,https://www.zomato.com/gwalior/nirmal-restaurant-lashkar/info
Nirmal Restaurant,"Chinese, Fast Food, North Indian, Beverages",₹300 for two,https://www.zomato.com/gwalior/nirmal-restaurant-lashkar/info
,,,https://www.zomato.com/gwalior/food-costa-city-center/info
Food Costa,"Pizza, Burger, Fast Food, South Indian, Biryani, Momos, Shake, Beverages",₹350 for two,https://www.zomato.com/gwalior/food-costa-city-center/info
,,,https://www.zomato.com/gwalior/moms-cafe-restaurant-shinde-ki-chhawani/info
Mom's Cafe & Restaurant,"Pizza, Burger, Sandwich, Chinese, Street Food, Fast Food, Shake, Beverages",₹450 for two,https://www.zomato.com/gwalior/moms-cafe-restaurant-shinde-ki-chhawani/info
,,,https://www.zomato.com/gwalior/the-brown-cafe-anand-nagar/info
The Brown Cafe,"Fast Food, Chinese, Pizza, Sandwich, Beverages",₹300 for two,https://www.zomato.com/gwalior/the-brown-cafe-anand-nagar/info
,,,https://www.zomato.com/gwalior/rajwadi-taste-of-rajasthan-madhav-ganj/info
Rajwadi Taste Of Rajasthan,"Rajasthani, North Indian, Mughlai, Chinese, Street Food",₹400 for two,https://www.zomato.com/gwalior/rajwadi-taste-of-rajasthan-madhav-ganj/info
,,,https://www.zomato.com/gwalior/pizza-hot-cafe-shinde-ki-chhawani/info
Pizza Hot Cafe,"Pizza, Burger, Sandwich, Fast Food, Shake",₹150 for two,https://www.zomato.com/gwalior/pizza-hot-cafe-shinde-ki-chhawani/info
,,,https://www.zomato.com/biriyani-07-food-truck/info
Biriyani 07,Biryani,₹200 for two,https://www.zomato.com/biriyani-07-food-truck/info
,,,https://www.zomato.com/gwalior/ashok-dhaba-1-anand-nagar/info
Ashok Dhaba,"North Indian, Street Food",₹350 for two,https://www.zomato.com/gwalior/ashok-dhaba-1-anand-nagar/info
,,,https://www.zomato.com/gwalior/the-twilight-cafe-vinay-nagar/info
The Twilight Cafe,"Fast Food, Beverages, Coffee, Momos, Chinese",₹200 for two,https://www.zomato.com/gwalior/the-twilight-cafe-vinay-nagar/info
,,,https://www.zomato.com/gwalior/d12-cafe-restaurant-vinay-nagar/info
# D12 Cafe & Restaurant,"Pizza, Sandwich, Pasta, Chinese, Street Food, Fast Food, Desserts, Shake",₹300 for two,https://www.zomato.com/gwalior/d12-cafe-restaurant-vinay-nagar/info
,,,https://www.zomato.com/gwalior/apna-family-restaurant-birla-nagar/info
Apna Family Restaurant,"North Indian, Mughlai, Chinese, Fast Food, Street Food, Ice Cream, Desserts, Beverages",₹400 for two,https://www.zomato.com/gwalior/apna-family-restaurant-birla-nagar/info
,,,https://www.zomato.com/gwalior/kukduu-kuuu-shinde-ki-chhawani/info
Kukduu Kuuu ...,"North Indian, BBQ, Biryani",₹450 for two,https://www.zomato.com/gwalior/kukduu-kuuu-shinde-ki-chhawani/info
,,,https://www.zomato.com/gwalior/level-3-bar-restaurant-lohamandi/info
Level 3 Bar & Restaurant,"Bar Food, North Indian, Chinese","₹1,000 for two",https://www.zomato.com/gwalior/level-3-bar-restaurant-lohamandi/info
,,,https://www.zomato.com/gwalior/jai-dandraua-bhojanalya-family-restaurant-mahalgaon/info
Jai Dandraua Bhojanalya & Family Restaurant,North Indian,₹200 for two,https://www.zomato.com/gwalior/jai-dandraua-bhojanalya-family-restaurant-mahalgaon/info
,,,https://www.zomato.com/gwalior/smile-hl-fast-food-corner-birla-nagar/info
Smile HL Fast Food Corner,"Fast Food, Burger, Sandwich, Pizza, Street Food, Beverages",₹400 for two,https://www.zomato.com/gwalior/smile-hl-fast-food-corner-birla-nagar/info
,,,https://www.zomato.com/gwalior/shrirams-food-court-deen-dayal-nagar/info
Shriram's Food Court,"Rolls, North Indian, Fast Food, Sandwich, Burger, Chinese, Beverages, Pizza",₹400 for two,https://www.zomato.com/gwalior/shrirams-food-court-deen-dayal-nagar/info
,,,https://www.zomato.com/gwalior/baking-cart-lashkar/info
Baking Cart,"Bakery, Desserts",₹500 for two,https://www.zomato.com/gwalior/baking-cart-lashkar/info
,,,https://www.zomato.com/gwalior/om-sai-bhojnalay-prasad-nagar/info
Om Sai Bhojnalay,North Indian,₹250 for two,https://www.zomato.com/gwalior/om-sai-bhojnalay-prasad-nagar/info
,,,https://www.zomato.com/gwalior/neel-shree-family-restaurant-lashkar/info
Neel Shree Family Restaurant,"North Indian, Mughlai, Fast Food, Street Food, Beverages",₹500 for two,https://www.zomato.com/gwalior/neel-shree-family-restaurant-lashkar/info
,,,https://www.zomato.com/gwalior/kullad-tea-cafe-deen-dayal-nagar/info
Kullad Tea Cafe,"Tea, Coffee, Shake, Pizza, Burger, Sandwich, Street Food",₹250 for two,https://www.zomato.com/gwalior/kullad-tea-cafe-deen-dayal-nagar/info
,,,https://www.zomato.com/gwalior/maxsun-hotel-banquet-thatipur/info
Maxsun Hotel & Banquet,"North Indian, South Indian, Biryani, Chinese, Seafood, Sandwich, Fast Food, Beverages","₹1,000 for two",https://www.zomato.com/gwalior/maxsun-hotel-banquet-thatipur/info
,,,https://www.zomato.com/gwalior/the-central-park-bakery-city-center/info
The Central Park Bakery,"Bakery, Desserts",₹150 for two,https://www.zomato.com/gwalior/the-central-park-bakery-city-center/info
,,,https://www.zomato.com/gwalior/cafe-romyanic-city-center/info
Cafe Romyanic,"Fast Food, Chinese",₹250 for two,https://www.zomato.com/gwalior/cafe-romyanic-city-center/info
,,,https://www.zomato.com/gwalior/jalsa-club-restaurant-vijaynagar/info
Jalsa Club & Restaurant,"North Indian, Chinese, Biryani, Kebab, Salad, Continental, Mughlai, Beverages","₹1,200 for two",https://www.zomato.com/gwalior/jalsa-club-restaurant-vijaynagar/info
,,,https://www.zomato.com/gwalior/comesum-food-plaza-city-center/info
Comesum Food Plaza,"North Indian, Chinese, Fast Food, Street Food, Beverages",₹300 for two,https://www.zomato.com/gwalior/comesum-food-plaza-city-center/info
,,,https://www.zomato.com/gwalior/tik-tok-fast-food-restaurant-and-bakery-madhav-ganj/info
Tik-Tok Fast Food Restaurant And Bakery,"Fast Food, North Indian, Chinese, Beverages",₹300 for two,https://www.zomato.com/gwalior/tik-tok-fast-food-restaurant-and-bakery-madhav-ganj/info
,,,https://www.zomato.com/gwalior/urban-tadka-restaurant-morar/info
Urban Tadka Restaurant,"North Indian, Mughlai, Biryani",₹200 for two,https://www.zomato.com/gwalior/urban-tadka-restaurant-morar/info
,,,https://www.zomato.com/gwalior/new-ashok-restaurant-lashkar/info
New Ashok Restaurant,"North Indian, Chinese",₹300 for two,https://www.zomato.com/gwalior/new-ashok-restaurant-lashkar/info
,,,https://www.zomato.com/gwalior/shukla-family-restaurant-city-center/info
Shukla Family Restaurant,"North Indian, Chinese",₹250 for two,https://www.zomato.com/gwalior/shukla-family-restaurant-city-center/info
,,,https://www.zomato.com/gwalior/burger-bud-birla-nagar/info
Burger Bud,"Pizza, Burger, Sandwich, Pasta, Shake",₹250 for two,https://www.zomato.com/gwalior/burger-bud-birla-nagar/info
,,,https://www.zomato.com/gwalior/eat-bite-cafe-restro-lashkar/info
Eat & Bite Cafe & Restro,"Chinese, Sandwich, Burger, Wraps, Pasta, Fast Food, Street Food",₹300 for two,https://www.zomato.com/gwalior/eat-bite-cafe-restro-lashkar/info
,,,https://www.zomato.com/gwalior/simpsonss-pizza-deen-dayal-nagar/info
Simpsonss Pizza,"Pizza, Sandwich, Burger",₹300 for two,https://www.zomato.com/gwalior/simpsonss-pizza-deen-dayal-nagar/info
,,,https://www.zomato.com/gwalior/jai-mata-di-tiffin-centre-city-center/info
Jai Mata Di Tiffin Centre,North Indian,₹150 for two,https://www.zomato.com/gwalior/jai-mata-di-tiffin-centre-city-center/info
,,,https://www.zomato.com/gwalior/agrawal-restaurant-2-anand-nagar/info
Agrawal Restaurant,North Indian,₹200 for two,https://www.zomato.com/gwalior/agrawal-restaurant-2-anand-nagar/info
,,,https://www.zomato.com/gwalior/yummy-sandwich-naya-bazaar/info
Yummy Sandwich,"Sandwich, Pizza, Burger, Fast Food, Street Food, Beverages",₹350 for two,https://www.zomato.com/gwalior/yummy-sandwich-naya-bazaar/info
,,,https://www.zomato.com/gwalior/shri-ram-krishan-misthan-bhandaar-deen-dayal-nagar/info
Shri Ram Krishan Misthan Bhandaar,"Desserts, Street Food, South Indian, Chinese",₹150 for two,https://www.zomato.com/gwalior/shri-ram-krishan-misthan-bhandaar-deen-dayal-nagar/info
,,,https://www.zomato.com/shan-e-agra-food-truck/info
Shan E Agra Restaurant,"North Indian, Mughlai, Chinese, Biryani",₹400 for two,https://www.zomato.com/shan-e-agra-food-truck/info
,,,https://www.zomato.com/gwalior/shri-rams-food-court-deen-dayal-nagar/info
Shri Ram's Food Court,"North Indian, Pizza, Burger, Sandwich, Momos, Street Food, Shake, Tea",₹300 for two,https://www.zomato.com/gwalior/shri-rams-food-court-deen-dayal-nagar/info
,,,https://www.zomato.com/gwalior/jai-maa-kali-restaurant-and-cafe-morar/info
Jai Maa Kali Restaurant And Cafe,"North Indian, South Indian, Chinese, Pizza, Sandwich, Fast Food",₹300 for two,https://www.zomato.com/gwalior/jai-maa-kali-restaurant-and-cafe-morar/info
,,,https://www.zomato.com/gwalior/tasty-town-birla-nagar/info
Tasty-Town,"North Indian, Chinese, Salad, Pizza, Fast Food, Shake, Beverages",₹300 for two,https://www.zomato.com/gwalior/tasty-town-birla-nagar/info
,,,https://www.zomato.com/gwalior/the-tea-bar-cafe-3-deen-dayal-nagar/info
The Tea Bar Cafe,"Tea, Sandwich, Pizza, Beverages",₹250 for two,https://www.zomato.com/gwalior/the-tea-bar-cafe-3-deen-dayal-nagar/info
,,,https://www.zomato.com/gwalior/tandoori-chai-wala-city-center/info
Tandoori Chai Wala,"Tea, North Indian",₹300 for two,https://www.zomato.com/gwalior/tandoori-chai-wala-city-center/info
,,,https://www.zomato.com/gwalior/top-n-town-ice-cream-sky-cafe-naya-bazaar/info
Top N Town Ice Cream Sky Cafe,"Ice Cream, Shake, Desserts",₹100 for two,https://www.zomato.com/gwalior/top-n-town-ice-cream-sky-cafe-naya-bazaar/info
,,,https://www.zomato.com/gwalior/shri-ram-sweets-and-bakery-vinay-nagar/info
Shri Ram Sweets And Bakery,"Mithai, Bakery",₹300 for two,https://www.zomato.com/gwalior/shri-ram-sweets-and-bakery-vinay-nagar/info
,,,https://www.zomato.com/gwalior/the-happyness-cafe-vijaynagar/info
The Happyness Cafe,"Sandwich, Street Food, Pasta, Fast Food, Pizza, Burger, Tea, Beverages",₹200 for two,https://www.zomato.com/gwalior/the-happyness-cafe-vijaynagar/info
,,,https://www.zomato.com/gwalior/wheres-the-fork-express-city-center/info
Where's The Fork Express,"North Indian, Fast Food, Street Food, Chinese, Momos, Rolls, Beverages",₹300 for two,https://www.zomato.com/gwalior/wheres-the-fork-express-city-center/info
,,,https://www.zomato.com/gwalior/shere-punjab-ghosipura/info
Shere Punjab,"North Indian, Fast Food, Chinese, Shake",₹300 for two,https://www.zomato.com/gwalior/shere-punjab-ghosipura/info
,,,https://www.zomato.com/gwalior/roll-la-costa-lashkar/info
Roll La Costa,"Rolls, Momos, Fast Food",₹200 for two,https://www.zomato.com/gwalior/roll-la-costa-lashkar/info
,,,https://www.zomato.com/gwalior/bru-bite-cafe-deen-dayal-nagar/info
Bru & Bite Cafe,"Sandwich, Pizza, Street Food, Beverages",₹200 for two,https://www.zomato.com/gwalior/bru-bite-cafe-deen-dayal-nagar/info
,,,https://www.zomato.com/gwalior/momo-mafia-shinde-ki-chhawani/info
Momo Mafia,"Momos, Chinese, Fast Food, Street Food, Sandwich, Burger, Shake, Beverages",₹350 for two,https://www.zomato.com/gwalior/momo-mafia-shinde-ki-chhawani/info
,,,https://www.zomato.com/gwalior/foodiestan-city-center/info
Foodiestan,"North Indian, Mughlai, Chinese",₹450 for two,https://www.zomato.com/gwalior/foodiestan-city-center/info
,,,https://www.zomato.com/gwalior/erica-cafe-family-restaurant-morar/info
Erica Cafe Family Restaurant,Fast Food,₹200 for two,https://www.zomato.com/gwalior/erica-cafe-family-restaurant-morar/info
,,,https://www.zomato.com/gwalior/bready-bites-city-center/info
Bready Bites,"Sandwich, Street Food",₹200 for two,https://www.zomato.com/gwalior/bready-bites-city-center/info
,,,https://www.zomato.com/gwalior/the-pearl-city-center/info
The Pearl,North Indian,"₹1,000 for two",https://www.zomato.com/gwalior/the-pearl-city-center/info
,,,https://www.zomato.com/gwalior/delhi-6-thatipur/info
